text,label
ศาลอาญากรุงเทพใต้ มีคำสั่งอนุญาตปล่อยชั่วคราว นายปริญญ์ พานิชภักดิ์ อดีตรองหัวหน้าพรรคประชาธิปัตย์,Thai
"แฟนคลับให้มะม่วง ""ดีเจต้นหอม"" มา แต่เกิดเหตุการณ์แบบนี้ขึ้นก่อน ฮาหนักมาก!!",Thai
ในขณะที่ซึงฮยอนกับอึนกังกำลังเดินเล่นบนชายหาดที่เงียบสงบ ทั้งคู่ก็พบศพผู้หญิงสาวคนที่ซึงฮยอนเคยเจอที่คลับอัลโต้,Thai
ภาพถ่ายสุดครีเอทของคู่รักระยะไกล..ที่จะพิสูจน์ว่าการถ่ายรูปคู่กันนั้นระยะทางไม่ใช่ปัญหาอีกต่อไป!!,Thai
ไปดูโมเม้นต์หวานๆของ ‘ปอ’และ’โบว์’ กัน ถ้าได้เห็นรูปกับบทความนี้นะ รู้เลยว่าทั้งคู่รักกันแค่ไหน!,Thai
“ไข่มุก เดอะวอยซ์” ชิดซ้าย!! เมื่อเจอหนุ่มคนนี้ “ไสว่าสิใช้หนี้กัน” บอกได้คำเดียวโดนใจทั้งประเทศ!! (ชมคลิป),Thai
ขนลุก! สาวหน้าตาดีคนนี้ชอบนอนกับศพ และเมื่อรู้ว่าเธอทำอะไรกับศพบ้าง..แทบอ้วก!!,Thai
"ดีใจสติแทบแตก!!! ชาวนาขุดเจอเงิน 20,000 ล้าน ที่ฝังอยู่ในฟาร์มของตัวเอง สุดท้าย..บุญมีแต่กรรมบังแท้ๆ!!",Thai
เปิดคลิปวินาทีสยอง!! ผู้นำม็อบแรงงานจุดไฟเผาตัวกลางห้องแถลงข่าวที่มองโกล,Thai
โคตรโหดสุดขั้ว!!เปิดภาพเด็ดThe Faceต่างประเทศ!!ด้วยเหตุผลที่บอกเลยว่ามันวัดใจสุดๆ!!(ชมภาพ),Thai
นางเอกตัวท็อปคนนี้! ย้ายมหาลัยมาแล้ว3ที่ แต่คนไทยนึกว่าจบนานแล้ว เพราะ..!? ถึงบางอ้อรึยังชาวไทย!,Thai
ชมพู่ อารยา เคยประกวดมิสมอเตอร์โชว์ แต่ได้แค่ที่ 2 เพราะแพ้ราบคาบให้กับดาราคนนี้ ยอมใจความเป๊ะ!!,Thai
ซุปตาร์ระดับโลกคนนี้! กดไลค์และเม้นท์รูปเป่าเปา แถมยัง...!? คนไทยฮือฮาหนักมาก เหลือเชื่อจริงๆ!,Thai
เอาละซิ !! ผู้เชี่ยวชาญทำนาย อีก 5 ปีข้างหน้า ถึงคราวล้มสลายของสมาร์ทโฟน !! มันจะเกิดขึ้นจริงดิ ไม่น่าเชื่อ!!,Thai
"สยองหนักทั้งหมู่บ้าน! ""หนุ่มใหญ่"" ตายปริศนาท่าโคตรแปลก จนท.เห็นยังช็อก!...",Thai
"ขนลุกกันทั้งร้าน! งูบุกหา ""หนุ่มเต้นรถ"" ดูบอลเพลิน! โชคดีตูบเห่าช่วย-เอาไม้ตี แต่ต้องช็อกสุดขีด!...",Thai
"น่าสงสาร !! ""อ่ำ อัมรินทร์"" ป่วยเป็นโรคเก๊า หนักถึงขั้นเดินไม่ได้ ปลื้มมีอดีตเมียคอยช่วยเหลือ !!",Thai
คลิป 3 นาที ที่สามารถเรียกน้ำตาของคุณได้โดยไม่รู้ตัว นี่แหละความรักของพ่อและลูก ไม่มีอะไรเปรียบเทียบได้จริงๆ,Thai
"พลาดแล้วงานนี้...""มายด์-ณภศศิ"" ลืมเช็ครูปก่อนลง!!! ดูเหมือนว่าจะรูดซิปไม่สุดหรือป่าว....ชาวเน็ตบอกเห็นอะไรปริ้นๆ",Thai
ឃាត់ជនសង្ស័យម្នាក់ បន្ទាប់ពីធ្វើសកម្មភាព លួចយកកាបូបលុយ ជនរងគ្រោះ ក្នុងផ្សារលើធំថ្មី ក្រុងសៀមរាប និងបានដកហូតបានទ្រព្យសម្បត្តិ ជូនជនរងគ្រោះវិញ,Cambodia
ក្រុងសៀមរាប : កាលថ្ងៃទី២៤ខែកក្កដា ឆ្នាំ២០១៩ វេលាម៉ោង ៨:០០នាទីព្រឹក មានករណីជនសង្ស័យម្នាក់ បានធ្វើសកម្មភាពលូកយកកាបូបលុយជនរងគ្រោះ ឈ្មោះ ឃ្លោក ស៊ាវ ភេទស្រី អាយុ៥៦ឆ្នាំ មុខរបរនៅផ្ទះ,Cambodia
មានទីលំនៅ នៅភូមិគោកធ្លក ឃុំកណ្ដែក ស្រុកប្រាសាទបាគង ខេត្តសៀមរាប ខណៈពេលជនរងគ្រោះ កំពុងដើររកទិញអីវ៉ាន់ នៅ ក្នុងបរិវេណផ្សារលើធំថ្មី ក្នុងក្រុង/ខេត្តសៀមរាប ។,Cambodia
 ក្រោយធ្វើសកម្មភាពហើយ ជនសង្ស័យ បានយកកាបូបដែលលួចបាន ហុចអោយទៅឱ្យបក្ខពួកម្នាក់ទៀតទុក អ្នកទទួលកាបូបរូបនោះក៏គេចខ្លួនបាត់ ។,Cambodia
បន្ទាប់មកជនរងគ្រោះខាងលើ ក៏ឆែកមើលកាបូបរបស់ខ្លួនតែមិនឃើញ ហើយក៏ចាប់ជនសង្ស័យដែលដើរបុកខ្លួន ប្រគល់ឲ្យសន្តិសុខផ្សារ ដើម្បីប្រគល់បន្ត មក នគរបាលប៉ុស្តិ៍រដ្ឋបាលសង្កាត់ស្លក្រាម ,Cambodia
ជនសង្ស័យមានឈ្មោះ ទូច ធីតា ហៅ នាង ភេទស្រី អាយុ៣៨ ឆ្នាំបានឆ្លើយសារភាពថា ខ្លួនមិនបាន លួចយកកាបូប ជនរងគ្រោះឡើយ។,Cambodia
ដោយមានការឯកភាពពីលោកព្រះរាជអាជ្ញា ជនសង្ស័យខាងលើ ត្រូវបានលោកវរសេនីយ៍ឯកណុប សារ៉ាក់ អធិការនគរបាលក្រុងសៀមរាប បញ្ជាអោយកម្លាំងនគរបាលប៉ុស្តិ៍ និងនគរបាលផ្នែកព្រហ្មទណ្ឌ ,Cambodia
ចំណែកវត្ថុតាង កាបូបលុយចំនួន០១ មានលុយខ្មែរចំនួន៥០ម៉ឺនរៀល និងលុយដុល្លាចំនួន៤៥០ ដុល្លារ ត្រូវបាននគរបាលក្រុងសៀមរាប ធ្វើការប្រគល់ជូនជនរងគ្រោះវិញគ្រប់ចំនួន។,Cambodia
ត្រូវនិយាយថាទេចំពោះគ្រឿងញៀន ! ការបង្ក្រាបគ្រឿងញៀនទូទាំងប្រទេស សម្រាប់ថ្ងៃទី២៧ ខែកក្កដា៖ បង្ក្រាប៣៣ករណី ឃាត់ខ្លួន៨៤នាក់,Cambodia
(ភ្នំពេញ)៖ យុទ្ធនាការប្រយុទ្ធប្រឆាំងគ្រឿងញៀនខុសច្បាប់ទូទាំងប្រទេសសម្រាប់ថ្ងៃទី២៧ ខែកក្កដា ឆ្នាំ២០១៩នេះបានបង្ហាញថា កម្លាំងសមត្ថកិច្ចបានបង្ក្រាប៣៣ករណី ក្នុងនោះករណីប្រើប្រាស់១៣ករណី ,Cambodia
និងជួញដូរ២០ករណី ឃាត់ខ្លួនជនសង្ស័យ៨៤នាក់។,Cambodia
"របាយការណ៍បានឲ្យដឹងថា លទ្ធផលអនុវត្តច្បាប់ពីថ្ងៃទី១ ខែមករា ដល់ថ្ងៃទី២៧ ខែកក្កដា ឆ្នាំ២០១៩ កម្លាំងសមត្ថកិច្ចបានបង្ក្រាបចំនួន៤,៩០៧ករណី ឃាត់មនុស្ស១០,៨០៤នាក់ ",Cambodia
(ស្រី៧៦៩នាក់)ក្នុងនោះមានជនបរទេស១៨៧នាក់ (ស្រី៤០នាក់)៕,Cambodia
យុទ្ធនាការរឹតបន្ដឹងច្បាប់ចរាចរណ៍ ទូទាំងប្រទេសថ្ងៃទី២៧ ខែកក្កដា៖ រកឃើញយានយន្ដល្មើសច្បាប់៧០០គ្រឿង និងផាកពិន័យ៣៧៦គ្រឿង,Cambodia
"(ភ្នំពេញ)៖ យុទ្ធនាការរឹតបន្ដឹងច្បាប់ចរាចរណ៍ទូទាំងប្រទេស សម្រាប់ថ្ងៃទី២៧ ខែកក្កដា ឆ្នាំ២០១៩នេះ កម្លាំងនគរបាលចរាចរណ៍ បានត្រួតពិនិត្យយានយន្ដចំនួនគ្រឿង៤,៦១០គ្រឿង ",Cambodia
"រកឃើញល្មើសច្បាប់៧០០គ្រឿង(ម៉ូតូ៥៥%) អប់រំ៣២៤គ្រឿង និងផាកពិន័យ៣៧៦គ្រឿង, នេះបើតាមរបាយការណ៍ផ្លូវការ របស់អគ្គស្នងការដ្ឋាននគរបាលជាតិ។",Cambodia
"របាយការណ៍បានបញ្ជាក់ទៀតថា ចំពោះការត្រួតពិនិត្យមួក និងកញ្ចក់ នៅថ្ងៃទី២៧ ខែកក្កដានេះ ត្រួតពិនិត្យរួមបានចំនួន២,០៥២គ្រឿង, អប់រំ១២៥គ្រឿង និងផាកពិន័យ១៧៩គ្រឿង។",Cambodia
"សម្រាប់លទ្ធផលនៃការត្រួតពិនិត្យរយៈពេល២២ថ្ងៃ ចាប់ពីថ្ងៃទី០១ដល់ថ្ងៃទី២៧ ខែកក្កដា ឆ្នាំ២០១៩នេះ នគរបាលបានត្រួតពិនិត្យយានយន្តចំនួន១៣០,៣៩៦គ្រឿង រកឃើញយានយន្តល្មើស៣០,៦៦៤គ្រឿង(ម៉ូតូ៦៩%)",Cambodia
"ក្នុងនោះអប់រំ៩,៦៣៧គ្រឿង និងផាកពិន័យ២១,០២៧គ្រឿង (ម៉ូតូ៧៣គ្រឿង)៕",Cambodia
ប្រធានាធិបតី​អាមេរិក នៅ​ថ្ងៃ​សុក្រ​ម្សិលមិញ បាន​គំរាម​ដំឡើង​ពន្ធ​បន្ថែម លើ​ស្រាបារាំង ដើម្បី​សងសឹក​នឹង​បារាំង ដែល​ទើប​អនុម័ត​ច្បាប់ថ្មី សំដៅ​យក​ពន្ធ​លើ​ប្រាក់ចំណូល​របស់​ក្រុមហ៊ុន​បច្ចេកវិទ្យា​អាមេរិកាំង។,Cambodia
 វិមាន​អេលីហ្សេ វិញ បាន​អះអាងថា នៅក្នុង​កិច្ចសន្ទនា​តាមទូរស័ព្ទ​ជាមួយលោកដូណាល់ ត្រាំ នៅ​ថ្ងៃ​សុក្រ ប្រធានាធិបតី បារាំង លោក​អេម៉ានុយអែល ម៉ាក្រុង​បាន​លើកឡើង​ពីសារៈសំខាន់​នៃ​ការបង្កើតច្បាប់,Cambodia
នៅក្នុងសារ​ទ្វីតធ័រ កាលពី​ថ្ងៃ​សុក្រ លោកដូណាល់ ត្រាំ​បាន​សរសេរ​បរិហារ ភាពឆ្កួតលីលា​របស់​ប្រធានាធិបតី បារាំង ហើយ​និង​គំរាម​សងសឹក​វិញ ទៅ​លើ​ស្រាបារាំង ដែល​នាំចូល​ទៅ​អាមេរិក។,Cambodia
សេតវិមាន​បានប្រកាស​ថា នៅ​ថ្ងៃ​សុក្រ លោកដូណាល់ ត្រាំ បាន​និយាយ​ពិភាក្សា តាម​ទូរស័ព្ទ ជាមួយ ​ប្រធានាធិបតី បារាំង លោក​ម៉ាក្រុង ពី​ច្បាប់​បារាំង យក​ពន្ធ​លើ​ប្រាក់ចំណូល​របស់​ក្រុមហ៊ុន​បច្ចេកវិទ្យា។,Cambodia
 វិមាន​ប្រធានាធិបតី បារាំង នៅ​ថ្ងៃ​សៅរ៍​នេះ បាន​បញ្ជាក់បន្ថែមថា នៅ​ក្នុង​កិច្ចសន្ទនា​ជាមួយ លោកដូណាល់ ត្រាំ លោក​អេម៉ានុយអែល ម៉ាក្រុង បានអះអាង​ថា ការបង្កើត​ច្បាប់ យក​ពន្ធ​លើ​ប្រាក់ចំណូល​របស់,Cambodia
​ក្រុមហ៊ុន​ឌីជីថល ជារឿង​ផលប្រយោជន៍រួម ប៉ុន្តែ មិនមែន​ជារឿង​របស់​បារាំង​តែ​ម្នាក់នោះទេ។,Cambodia
លោកដូណាល់ ត្រាំ គំរាម​ចង់សងសឹក ដំឡើងពន្ធ លើ​ស្រាបារាំង ដោយសារ​លោក​មិនសប្បាយចិត្ត​នឹង​ព្រឹទ្ធសភា​បារាំង ដែល​កាលពី ២​សប្តាហ៍មុន បាន​បោះឆ្នោត​អនុម័ត​ច្បាប់ថ្មីមួយ ដើម្បី​ចាប់តម្រូវ​ឲ្យ​ក្រុមហ៊ុន,Cambodia
​បច្ចេកវិទ្យា​អ៊ីន​ធ័រនិត ទាំងអស់ ដែលរកចំណូលបាន​នៅលើទឹកដីបារាំង បង់ពន្ធជូន​រដ្ឋ​បារាំង។,Cambodia
បារាំង គឺជា​ប្រទេសទីមួយ នៅអឺរ៉ុប ដែលមានច្បាប់របៀបនេះ។,Cambodia
តាមច្បាប់ថ្មី រដ្ឋបារាំង​មាន​សិទ្ធិ ទារពន្ធ ៣% នៃ​ប្រាក់ចំណូល​ដែល​ក្រុមហ៊ុន​ឌីជីថល រកបាន មកពី​ការផ្សាយ​ពាណិជ្ជកម្ម ពី​ការលក់ទិន្នន័យ​លើ​អ៊ីនធ័រនែត ដើម្បី​ផ្សាយពាណិជ្ជកម្ម និងការតភ្ជាប់​ទិន្នន័យ របស់អ្នកប្រើប្រាស់ នៅតាម គេហទំព័រ​អ៊ីនធ័រនែត​ជាដើម។,Cambodia
គេវាយតម្លៃ​ ច្បាប់ថ្មី​នេះ នឹង​អនុញ្ញាតឲ្យ​រដ្ឋបារាំង ប្រមូល​ពន្ធ បាន ៤០០លានអឺរ៉ូ ក្នុងឆ្នាំនេះ និង​អាចឡើង​ដល់​៦៥០លានអឺរ៉ូ នៅឆ្នាំ២០២០។,Cambodia
បាតុភូត​ទាំងនេះ បូកផ្សំ​នឹង​រន្ទះ ខ្យល់បក់​ខ្លាំង បាន​បណ្តាល​ឲ្យ​ភ្លើងឆេះព្រៃ រីករាលដាល នៅពេញ​តំបន់​អាកទិក តាំង​ពី​ខាងជើង តំបន់​ស៊ីបេរី ប្រទេស​អឺរ៉ុប​ខាងជើង ដូចជា​ស៊ុយអែត រហូត​ដល់​អាឡាស្កា ឬ,Cambodia
រដ្ឋបាល​លោកដូណាល់​ត្រាំ ដែល​ធ្លាប់​បង្ហាញ​ការមិនពេញចិត្ត​នឹង​ច្បាប់​បារាំង ដែល​មាន​លក្ខណៈ រើសអើង និង​បាន​ព្រមានធ្វើ​ការស៊ើបអង្កេត មុន​នឹង​ចាត់វិធានការ​សងសឹក​ណាមួយ។,Cambodia
ឆ្លើយ​សំណួរ​របស់​អ្នកកាសែត នៅសេតវិមាន កាលពី​ថ្ងៃ​សុក្រ លោកដូណាល់ ត្រាំ ដែល​មិន​បរិភោគ​គ្រឿងស្រវឹង អះអាង​ថា ស្រា​អាមេរិកាំង​ឆ្ងាញ់​ជាង​ស្រាបារាំង និង​ថា លោកចូល​ចិត្ត​ស្រាអាមេរិកាំង ដោយសារ​រូបរាង​របស់​វា។,Cambodia
ពាក្យ​គំរាម​ដំឡើង​ពន្ធ​លើ​ស្រាបារាំង ធ្លាប់​ត្រូវ​បាន​លោកដូណាល់ ត្រាំ ពន្លយ​ឲ្យ​ដឹង​ម្តងហើយ កាលពី​ខែ​មិថុនា​កន្លងទៅ។,Cambodia
ប្រធានាធិបតី​អាមេរិកាំង​ បាន​លើកឡើង​ពី​ភាពអយុត្តិធម៌ ក្នុង​ការប្រកួតប្រជែង របស់​អ្នកផលិតស្រា​អាមេរិកាំង ដែល​បាន​ត្អូញត្អែ​ពីអត្រា​ពន្ធ​តិច លើ​ស្រាបារាំង​នាំចូល​ទៅ អាមេរិក ក្នុង​ពេល​បារាំង យកពន្ធ​ច្រើន​លើ​ស្រាបរទេស​ដែល​នាំចូល​ទៅបារាំង។,Cambodia
ការដំឡើង​ពន្ធ បន្ថែម លើ​ស្រាបារាំង នឹង​អាច​ប៉ះពាល់​ដល់​ឧស្សាហកម្ម​ផលិតស្រា​បារាំង ដោយសារ​ថា អាមេរិក ជា​ទីផ្សារ​ដ៏ធំ ស្រូប​យក​១ភាគបី នៃ​ស្រា​បារាំង ដែល​នាំចេញ​ទៅ​បរទេស៕,Cambodia
ភ្លើងឆេះព្រៃ ដ៏លាតសន្ធឹង មិនធ្លាប់​មាន​នៅ​តំបន់​អាកទិក,Cambodia
២០១៩ អាច​ជា​ឆ្នាំ​ដែល​ក្តៅបំផុត​ដែល​ភពផែនដី មិនធ្លាប់ជួបប្រទះ។,Cambodia
រលកកំដៅ ខ្លាំង​នៅអឺរ៉ុប ជា​ពិសេស​នៅប្រទេស​បារាំង ដែល​លាតសន្ធឹង​ទៅ​ដល់​មាន​ភ្លើងឆេះ ព្រៃ នៅ​តំបន់​អាកទិក ​ភាគខាងជើង​នៃ​ផែនដី ជា​ភស្តុតាង​ស្រាប់។,Cambodia
យោង​តាម​អង្គការ​ឧតុនិយម​ពិភពលោក​របស់​អង្គការ​សហប្រជាជាតិ ភ្លើង​ឆេះព្រៃ​ក្នុងទ្រង់ទ្រាយ​ធំ នៅ​តំបន់​អាកទិក ជា​រឿង​ដែល​មិនធ្លាប់មានទេ ពីមុនមក។,Cambodia
តំបន់​អាកទិក តែង​ជួប​ប្រទះ​ភ្លើងឆេះព្រៃ ពី​ខែ​ឧសភា រហូត​ដល់​ខែ​តុលា។,Cambodia
សម្រាប់​អ្នកជំនាញ ភ្លើងឆេះព្រៃ​ជា​ផ្នែក​មួយ​នៃ​ធម្មជាតិ​ជីវចម្រុះ ដែល​ផ្តល់​ប្រយោជន៍​ដល់​បរិស្ថាន។,Cambodia
ប៉ុន្តែ អាកាសធាតុ ក្តៅស្ងួត​ហួតហែង​ខ្លាំង នៅខែ មិថុនា​កន្លងទៅ បាន​ចាប់​បណ្តាល​ឲ្យ​មាន​ភ្លើងឆេះព្រៃ ដ៏សន្ធោសន្ធៅ ខ្លាំង និង​រយៈពេល​យូរ នៅ​តំបន់​អាកទិក។,Cambodia
ការប្រែប្រួល​អាកាសធាតុ​បាន​ធ្វើ​ឲ្យ​ដីស្ងួតខ្លាំង និង​អាកាសធាតុ​ក្តៅខ្លាំង មិនធ្លាប់​មាន នៅ​អំឡុង​ខែ មិថុនា។,Cambodia
ខេមរៈ សិរីមន្ត និង ពេជ្រ សោភា ច្រៀងរួមគ្នាជាលើកដំបូង ពិតជាពីរោះខ្លាំងណាស់ ស្តាប់ឡើងព្រឺសម្បុរ (មានវីដេអូ),Cambodia
នៅមុននេះបន្តិច នាថ្ងៃទី ២៧ ខែកក្កដា ឆ្នាំ ២០១៩ ខាងផលិតកម្មរស្មីហង្សមាសទើបបានបញ្ចេញបទចម្រៀងមួយបទ ដែលប្រិយមិត្តមួយចំនួនធំកំពុងរងចាំស្តាប់ នូវបទចម្រៀង ដែលច្រៀងរួមគ្នាជាលើកដំបូង,Cambodia
លោកតា វ៉ិចទ័រ៖ សួនបន្លែគ្រួសារខ្ញុំ គឺដាំតាមបែបធម្ម​ជាតិ​​ ស្ពៃល្មមជ្រក់ហើយ​​ បងប្អូនទិញទេ​​​ បើគ្រួសារខ្ញុំមានលក់ជ្រក់ស្ពៃ?,Cambodia
មហាជនជាច្រើន ច្បាស់ជាស្គាល់ ជាក់ជាមិនខាន លោក សុវណ្ណ ឬទ្ធី ហៅលោកតា វ៉ិចទ័រ ដែលជាប្រធានផ្នែក ផលិតកម្មវិធី កម្សាន្តរបស់ទូរទស្សន៍ ស៊ីធីអិន ហើយក៏ត្រូវជាឪពុកបង្កើតរបស់តារាកំប្លែងស្រី នីឡា ផងដែរ ហើយមកទល់ពេលនេះ ស្នាដៃរបស់លោកជាច្រើន ត្រូវបានមហាជនទទួលស្គាល់ និងគាំទ្រជាខ្លាំង។,Cambodia
ងាកមកមើលជីវិតផ្ទាល់ខ្លួនរបស់លោកវិញម្តង មើលទៅពិតជាមានសុភមង្គលខ្លាំងណាស់ ជាពិសេសដល់ថ្ងៃចុងសប្តាហ៍ ​នីឡា ហើយនិងភរិយារបស់លោក នាំគ្នា បេះបន្លែ ដែលដាំដោយខ្លួនឯង និងរៀបចំម្ហូបអាហារផ្សេងទៀត ដើម្បីក្រុមគ្រួសារដ៏កក់ក្តៅមួយនេះ។,Cambodia
ចំណែកនៅមុននេះបន្តិច នាថ្ងៃទី ២៧ ខែកក្កដា ឆ្នាំ ២០១៩ លោក ក៏ទើបបង្ហោះសារមួយ លាយឡំជាមួយរូបភាពសួនបន្លែរបស់លោក មើលទៅគួរឲ្យចង់ទទួលទានខ្លាំងណាស់។,Cambodia
លោកបានបញ្ជាក់ថា៖ “ការងារច្រើនណាស់បែងចែកគ្នាធ្វើ។,Cambodia
ខានមកយូរស្មៅដុះស្ទើរតែពេញរងបន្លែ​​។,Cambodia
សួនបន្លែគ្រួសារខ្ញុំ គឺដាំតាមបែបធម្ម​ជាតិ​​។,Cambodia
ស្ពៃល្មមជ្រក់ហើយ​​ បងប្អូនទិញទេ​​​បើគ្រួសារខ្ញុំមានលក់ជ្រក់ស្ពៃ?”៕,Cambodia
ជាមួយនឹងការបង្ហាញរថយន្តថ្មីនេះ ស្រាប់តែមានមហាជនមួយចំនួន បានដាក់ការសង្ស័យថា រថយន្តថ្មីដែលស្រីស្រស់រូបនេះ អាចមិនមែនជាធនធានរបស់នាងផ្ទាល់ឡើង ពោលគឺអាចមានអ្នកធំណាម្នាក់ មានបំណងទិញឲ្យនាង ធ្វើជារបស់បញ្ចាំចិត្ត។,Cambodia
យ៉ាងណា នេះគ្រាន់តែជាការសង្ស័យរបស់ទស្សនិកជន តែប៉ុណ្ណោះ។,Cambodia
តែក៏ពុំទាន់ឃើញកញ្ញា កុសម៉ា លីនដា មិនទាន់បញ្ចាក់ឱ្យច្បាស់ចំពោះការសង្ស័យរបស់ទស្សនិកជន នៅឡើយទេ។,Cambodia
គួរជម្រាបថា កុសម៉ា លីនដា ត្រូវបានគេចាត់ទុក ជាតារាសម្ដែងស្រីវ័យក្មេង មានរូបសម្រស់ស្រស់ស្អាត និងទាក់ទាញ។,Cambodia
ជាមួយនឹងភាពស្រស់ស្អាត នាងក៏ត្រូវបានគេចាប់អារម្មណ៍ខ្លាំង ទៅលើសមត្ថភាព ក្រោយគេឃើញមានវត្តមាននាង ក្នុងខ្សែភាពយន្តជាច្រើន និងក្នុងស្ពតពាណិជ្ជកម្មមួយចំនួនផងដែរ៕,Cambodia
មួយថ្ងៃ កូនក្មេងត្រូវផឹកទឹកប៉ុន្មានលីត្រ ទើបគ្រប់គ្រាន់ទៅ?,Cambodia
ចាប់តាំងពីទឹក គឺជាផ្នែកមួយសំខាន់នោះ អ្នកអាចឆ្ងល់ថាតើកូនរបស់អ្នកកំពុងតែផឹកទឹកបានគ្រប់គ្រាន់ឬយ៉ាងណា។,Cambodia
វាមិនមានការកំណត់បរិមាណនៃទឹកដែលកុមារត្រូវផឹកជារៀងរាល់ថ្ងៃនោះទេ។,Cambodia
(អាន:ស្បែកកូនរបស់អ្នកនឹងស្អាតហើយមិនរមាស់បើធ្វើតាមវិធីនេះ តើកូនស្រីរបស់អ្នកចេះតែរមាស់ស្បែកមែនទេ?) ជាធម្មតា កុមារចូលចិត្តផឹកនៅក្រោយញ៉ាំអាហារ និងផឹកវានៅពេលដែលពួកគេស្រេក។,Cambodia
ប៉ុន្តែនៅពេលក្នុងអាកាសធាតុក្តៅ ឬលេងកីឡា គេនឹងត្រូវការបន្ថែម។,Cambodia
សូមប្រាកដថា គេបានផឹកទឹកបន្ថែមនៅពេលដែលគេស្ថិតនៅក្នុងអាកាសធាតុក្តៅ ជាពិសេសនៅពេលដែលលេងកីឡា ឬធ្វើលំហាត់ប្រាណ។,Cambodia
(អាន:ថ្នាំងងុយគេង ពេលអ្នកគួរប្រើ) ពេលវេលាដែលគេផឹក ក៏ជារឿងសំខាន់ផងដែរ។,Cambodia
ប្រសិនបើកូនអ្នកនឹងធ្វើលំហាត់ប្រាណ សូមឲ្យគេផឹកទឹកមុន អំឡុងពេល និងក្រោយពីលេង។,Cambodia
សូមកុំភ្លេចដបទឹករបស់កូនអ្នកឲ្យសោះ។,Cambodia
នៅពេលដែលរាងកាយរបស់កូនអ្នកមិនមានជាតិទឹកគ្រប់គ្រាន់ វាត្រូវបានគេហៅថា ខ្វះជាតិទឹក។,Cambodia
ការខ្វះជាតិទឹកក៏អាចរំខានកូនអ្នក។,Cambodia
ករណីអាក្រក់នៃការខ្វះជាតិទឹក ក៏អាចធ្វើឲ្យកូនក្មេងឈឺផងដែរ។,Cambodia
ដូចនេះសូមកាន់ដបទឹកជាប់នឹងដៃ នៅពេលដែលអាកាសធាតុក្តៅ។,Cambodia
ប្រសិនបើទឹកនោមកូនរបស់អ្នកមានពណ៌លឿងស្រាលពេក រាងកាយរបស់គេអាចកំពុងតែបញ្ចេញជាតិទឹកដែលលើស។,Cambodia
ប្រសិនបើទឹកនោមរបស់កូនអ្នកលឿងចាស់ខ្លាំង វាកំពុងតែខ្វះជាតិទឹក ដូចនេះ វាជាពេលដែលអ្នកត្រូវផឹកទឹកបន្ថែម៕,Cambodia
សាប៊ូអាចជាមូលហេតុមួយ ដោយសារស្បែករបស់ក្មេងទន់ហើយងាយនឹងទទួលរងប្រតិកម្ម។,Cambodia
…រាងកាយមនុស្សយើងត្រូវការសម្រាកដើម្បីបញ្ចូលថាមពល និងជួសជុលនូវអ្វីដែឡខូចខាត…ប្រភេទសំខាន់នៃជាតិខ្លាញ់ដែលមាននៅក្នុងប្រេងអូលីវ គឺជាពពួកអាស៊ីតខ្លាញ់…មុនពេលអ្នកសម្រេចចិត្តប្រើថ្នាំប្រឆាំងការបាក់ទឹកចិត្ត យកល្អគួរតែស្វែងយល់អំពីកត្តាមួយចំនួនសិនដូចជា៖ជំងឺរលាកសន្លាក់ហ្គោដត្រូវបានសម្គាល់ដឹងតាមរយៈការកើនឡើងនៃជាតិអាស៊ីតអ៊ុយរិកក្នុងរាងកាយ ដែលនាំឲ្យសន្លាក់ទៅជាហើម…,Cambodia
ការញ៉ាំអាហារបានត្រឹមត្រូវ ជួយការពារជំងឺទឹកនោមផ្អែមប្រភេទទីពីរបាន,Cambodia
ទម្លាប់នៃការញ៉ាំអាហារដែលផ្តល់នូវសុខភាពល្អអាចបន្ថយហានិភ័យនៃជំងឺទឹកនោមផ្អែមប្រភេទទីពីរចំពោះស្ត្រី។,Cambodia
(អាន:ថ្នាំងងុយគេង ពេលអ្នកគួរប្រើ) អាហារដែលផ្តល់នូវសុខភាពល្អទាំងអស់ អាចដើរតួចំបងក្នុងការការពារជំងឺទឹកនោមផ្អែមប្រភេទទី២ ជាពិសេសចំពោះស្ត្រីដែលបានកើនឡើងហានិភ័យនៃជំងឺនេះ។,Cambodia
(អាន:ស្បែកកូនរបស់អ្នកនឹងស្អាតហើយមិនរមាស់បើធ្វើតាមវិធីនេះ តើកូនស្រីរបស់អ្នកចេះតែរមាស់ស្បែកមែនទេ?) អាហារដែលផ្តល់នូវសុខភាពមិនល្អមានដូចជាអាហារមានជាតិខ្លាញ់ខ្ពស់ ភេសជ្ជៈផ្អែម និងសាច់ស្រស់។,Cambodia
អាហារដែលផ្តល់នូវសុខភាពរួមមាន ជាតិសរសៃ បន្លែផ្លែឈើស្រស់ ខ្លាញ់មិនឆ្អែត និងកាហ្វេជាដើម។,Cambodia
ខ្លាញ់មិនឆ្អែតរួមមានសណ្តែកជាដើម។,Cambodia
ប័រ ការ៉េមសុទ្ធជាខ្លាញ់ដែលប៉ះពាល់ដល់សុខភាព។,Cambodia
ការញ៉ាំអាហារដែលផ្តល់នូវសុខភាពល្អបានបន្ថយហានិភ័យនៃជំងឺទឹកនោមផ្អែមដល់ទៅ៥៥%ចំពោះស្ត្រី។,Cambodia
